PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,Departamento,Año,Departamento_norm,Distancia_PC1_PC2,Cluster,Silhouette,Modelo,K,Silhouette_global
0.34861018980965097,-0.20805803306338652,-0.026163673669347853,0.2639769119693906,-0.28761299052543865,0.23278710895920163,-0.1724993324993793,0.11057601033177261,0.19226006623317188,-0.04703758039040504,-0.024888202988622363,-0.033434613546185946,-0.15194357366907102,0.03420966531112632,-0.04569820824207929,-0.009776642113932754,Norte de Santander,2024,NORTE DE SANTANDER,0.7003193398001009,8,0.902914017539544,K-Means,9,0.4927995325885731
-1.0019145495312751,-0.22137147469622032,-0.4056397575772779,-0.12881341659610918,-0.2328206966866097,0.055126651025517004,-0.07064773478579622,0.06926138668929432,0.03305045237411963,0.14033839460442465,0.030234619158728635,-0.03466336622803769,0.036943320381864,-0.10566593750078215,0.07516300361744853,-0.04482965885053693,La Guajira,2024,LA GUAJIRA,2.042035750480902,2,0.4453094533708232,K-Means,9,0.4927995325885731
-0.07909469422776905,-0.29868505744061913,-0.034981366083666254,-0.2578741343816474,-0.1269913593955212,0.06428899225359053,0.1456325222083372,0.14043573237173726,-0.01915151911216395,0.13666905163162696,0.024750850974226336,-0.01274719467193583,0.10444130470227468,0.007009246323390792,-0.10029213210647553,-0.020530201875504264,Magdalena,2024,MAGDALENA,1.1375193922544367,0,0.4595977978799902,K-Means,9,0.4927995325885731
0.35888248828341407,0.5479297436220172,-0.36873959114691834,-0.011069583436349728,-0.2068852611771875,-0.20995858988609317,0.07090878709234774,-0.2175106362876011,0.08304705997769055,-0.01993587772394656,-0.1400266132352054,-0.048539829212133616,0.012860212662810979,0.020901027436246146,-0.019241657144291782,-0.04621786868928801,Meta,2024,META,0.9117363509648707,6,0.4720992163407762,K-Means,9,0.4927995325885731
-0.13166396889930398,-0.21771345611456716,0.19514980102806279,0.22906654718477298,0.17701988539295435,-0.09163227203709767,0.16810558822837887,-0.15934974641917116,0.02901171861648691,0.1156749760221105,-0.06708133816145376,0.05027221607523634,-0.11492897809059069,-0.06299790153489318,-0.008205522639730366,-0.02106098469637964,Nariño,2024,NARIÑO,1.175764126846799,0,0.5667095869072527,K-Means,9,0.4927995325885731
-1.0037021196477567,0.19208577310502106,0.09714006129914232,0.16713303795307682,0.09876102230408965,0.0625417362122403,0.05271214857632536,-0.00956306788403935,-0.0031506467145402672,-0.07992603338636795,0.12001520679911082,0.029470371763265335,-0.1180561314899139,-0.011472686900184242,-0.004071312760698619,0.03049328852560946,Putumayo,2024,PUTUMAYO,2.0539234733823237,4,0.48447525271332853,K-Means,9,0.4927995325885731
1.1397838678646286,-0.2009725332505759,-0.002415128533292399,0.07847219397028876,-0.3512733464741473,-0.11755915204500378,0.048505303174701836,-0.18430374302949887,-0.20493503875450303,0.00931589065457036,0.04969232587634684,0.03590350658640554,-0.028760596744716607,-0.026841920942775106,0.005983446907061117,0.00845496277440503,Valle del Cauca,2024,VALLE DEL CAUCA,0.1724328813121518,3,0.5853545023686036,K-Means,9,0.4927995325885731
1.034103689401558,-0.0647198325888122,0.1776952590951163,0.017799220326067622,-0.05784218290705176,-0.01419178772624774,-0.22806317245571484,0.1384225673095375,0.13762150320327687,-0.05704598975360514,-0.013640633232186297,-0.023555747380505664,0.0424594450941496,-0.0725945011968703,0.024680562975719963,0.014560191134687272,Risaralda,2024,RISARALDA,0.0,3,0.6835612736381205,K-Means,9,0.4927995325885731
0.34539100266927125,0.6541581737662041,0.2868490141215657,-0.7659254274571828,0.03069451136800569,0.07913504858972803,-0.14915737013702918,-0.03292249306951234,-0.018578118219041886,0.09033324282113848,0.002281379443816515,0.02028439492384633,-0.12181812221012187,-0.03721238353722833,-0.011580273104745256,0.004257042876546817,Archipiélago de San Andrés,2024,ARCHIPIÉLAGO DE SAN ANDRÉS,0.9955454549577171,6,0.5722946940093933,K-Means,9,0.4927995325885731
1.0875702935970244,0.027081576992096623,-0.20771902657262598,0.10168735709083937,0.13052062247533516,-0.040051497493902244,-0.06278226465550929,-0.02293379531843312,-0.00945771106957062,-0.029936553552996445,0.0298744934650221,-0.036863284587691135,-0.050653138262336916,-0.057030460935101016,0.012323685629830524,0.003987314775817388,Santander,2024,SANTANDER,0.10623641826246043,3,0.5935382872399795,K-Means,9,0.4927995325885731
